순번,판매자명,구분,상품명,부제,시리즈명,시리즈번호,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,대여가,정가,판매가,할인액,할인율,마일리지,출간일,분야,수량,장바구니에 담은 날짜
641,알라딘 직배송,국내도서,2021 제12회 젊은작가상 수상작품집,,,,8954678408,9.79E+12,3810,문학동네,전하영 외 지음,0,"5,500","4,950",550,10%,270점,20210407,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
642,알라딘 직배송,국내도서,"시선으로부터, (하와이 에디션)",,,,8954672213,9.79E+12,3810,문학동네,정세랑 지음,0,"14,000","12,600","1,400",10%,700점,20200605,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
643,알라딘 직배송,국내도서,소설 보다 : 가을 2021,,소설 보다,652042,893203902X,9.79E+12,3810,문학과지성사,구소현.권혜영.이주란 지음,0,"3,500","3,150",350,10%,170점,20210913,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
644,알라딘 직배송,국내도서,불편한 편의점,김호연 장편소설,,,K582730818,9.79E+12,3810,나무옆의자,김호연 지음,0,"14,000","12,600","1,400",10%,700점,20210420,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
645,알라딘 직배송,국내도서,완전한 행복,,,,K432732398,9.79E+12,3810,은행나무,정유정 지음,0,"15,800","14,220","1,580",10%,790점,20210608,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
646,알라딘 직배송,국내도서,"재인, 재욱, 재훈 (리커버 에디션)",,,,K832734163,9.79E+12,3810,은행나무,정세랑 지음,0,"8,000","7,200",800,10%,400점,20210916,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
647,알라딘 직배송,국내도서,밝은 밤,,,,8954681174,9.79E+12,3810,문학동네,최은영 지음,0,"14,500","13,050","1,450",10%,720점,20210727,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
648,알라딘 직배송,국내도서,작별하지 않는다,,,,8954682154,9.79E+12,3810,문학동네,한강 지음,0,"14,000","12,600","1,400",10%,700점,20210909,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
649,알라딘 직배송,국내도서,파과,,,,K872532537,9.79E+12,3810,위즈덤하우스,구병모 지음,0,"14,000","12,600","1,400",10%,700점,20180416,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
650,알라딘 직배송,국내도서,날씨가 좋으면 찾아가겠어요,,,,8952791169,9.79E+12,4810,시공사,이도우 지음,0,"13,800","12,420","1,380",10%,690점,20180628,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
651,알라딘 직배송,국내도서,장식과 무게,,,,8932038821,9.79E+12,3810,문학과지성사,이민진 지음,0,"13,000","11,700","1,300",10%,650점,20210824,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
652,알라딘 직배송,국내도서,빨간 치마를 입은 아이,,,,8982182837,9.79E+12,3810,강,이경란 지음,0,"14,000","12,600","1,400",10%,700점,20210913,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
653,알라딘 직배송,국내도서,체공녀 강주룡,제23회 한겨레문학상 수상작,,,K712533032,9.79E+12,3810,한겨레출판,박서련 지음,0,"13,000","11,700","1,300",10%,650점,20180718,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
654,알라딘 직배송,국내도서,여름의 빌라,,,,8954673104,9.79E+12,3810,문학동네,백수린 지음,0,"13,500","12,150","1,350",10%,670점,20200707,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
655,알라딘 직배송,국내도서,회색 인간,,김동식 소설집 1,627766,K882532678,9.79E+12,4810,요다,김동식 지음,0,"13,000","11,700","1,300",10%,650점,20171227,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
656,알라딘 직배송,국내도서,관리자들,,오늘의 젊은 작가 32,60863,8937473321,9.79E+12,4810,민음사,이혁진 지음,0,"14,000","12,600","1,400",10%,700점,20210903,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
657,알라딘 직배송,국내도서,세상이 멈추면 나는 요가를 한다,,바통 4,120463,K602734915,9.79E+12,3810,은행나무,김이설 외 지음,0,"14,000","12,600","1,400",10%,700점,20210916,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
658,알라딘 직배송,국내도서,옥상에서 만나요,,,,8936437534,9.79E+12,3810,창비,정세랑 지음,0,"13,000","11,700","1,300",10%,650점,20181123,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
659,알라딘 직배송,국내도서,달까지 가자,,,,8936434497,9.79E+12,3810,창비,장류진 지음,0,"14,000","12,600","1,400",10%,700점,20210415,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
660,알라딘 직배송,국내도서,일의 기쁨과 슬픔,장류진 소설집,,,8936438034,9.79E+12,3810,창비,장류진 지음,0,"14,000","12,600","1,400",10%,700점,20191025,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
661,알라딘 직배송,국내도서,바깥은 여름,,,,8954646077,9.79E+12,3810,문학동네,김애란 지음,0,"13,000","11,700","1,300",10%,650점,20170628,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
662,알라딘 직배송,국내도서,엄마에 대하여,,,,K992733122,9.79E+12,3810,다산책방,한정현 외 지음,0,"14,000","12,600","1,400",10%,700점,20210728,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
663,알라딘 직배송,국내도서,날마다 만우절,,,,8954680690,9.79E+12,3810,문학동네,윤성희 지음,0,"14,000","12,600","1,400",10%,700점,20210707,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
664,알라딘 직배송,국내도서,비행운,,,,8932023158,9.79E+12,3810,문학과지성사,김애란 지음,0,"12,000","10,800","1,200",10%,600점,20120718,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
665,알라딘 직배송,국내도서,페인트 (양장),,,,8936459090,9.79E+12,3810,창비,이희영 지음,0,"12,000","10,800","1,200",10%,600점,20191129,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
666,알라딘 직배송,국내도서,타인의 집,,,,893643845X,9.79E+12,3810,창비,손원평 지음,0,"14,000","12,600","1,400",10%,700점,20210618,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
667,알라딘 직배송,국내도서,흰,한강 소설,,,8954651135,9.79E+12,3810,문학동네,한강 지음,0,"12,500","11,250","1,250",10%,620점,20180425,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1,2021-09-22
668,알라딘 직배송,국내도서,경계선,,,,895468128X,9.79E+12,3890,문학동네,"욘 아이비데 린드크비스트 지음, 남명성 옮김",0,"15,000","13,500","1,500",10%,750점,20210730,국내도서>소설/시/희곡>호러.공포소설>외국 호러.공포소설,1,2021-09-22
669,알라딘 직배송,국내도서,호러북클럽이 뱀파이어를 처단하는 방식,,,,8954681808,9.79E+12,3840,문학동네,"그래디 헨드릭스 지음, 강아름 옮김",0,"17,000","15,300","1,700",10%,850점,20210825,국내도서>소설/시/희곡>호러.공포소설>외국 호러.공포소설,1,2021-09-22
670,알라딘 직배송,국내도서,대불호텔의 유령,,,,8954681573,9.79E+12,3810,문학동네,강화길 지음,0,"14,000","12,600","1,400",10%,700점,20210813,국내도서>소설/시/희곡>호러.공포소설>한국 호러.공포소설,1,2021-09-22
671,알라딘 직배송,국내도서,오이디푸스 왕,,민음사 세계문학전집 217,13679,8937462176,9.79E+12,4800,민음사,"소포클레스 지음, 강대진 옮김",0,"11,000","9,900","1,100",10%,550점,20090821,국내도서>소설/시/희곡>희곡>외국희곡,1,2021-09-22
672,알라딘 직배송,국내도서,인형의 집,,문예출판사 세계문학 (문예 세계문학선) 57,11613,8931005792,9.79E+12,3890,문예출판사,"헨릭 입센 지음, 안동민 옮김",0,"8,000","7,200",800,10%,400점,20071031,국내도서>소설/시/희곡>희곡>외국희곡,1,2021-09-22
673,알라딘 직배송,국내도서,밤으로의 긴 여로,,민음사 세계문학전집 69,13679,8937460696,9.79E+12,4840,민음사,"유진 오닐 지음, 민승남 옮김",0,"9,000","8,100",900,10%,450점,20021101,국내도서>소설/시/희곡>희곡>외국희곡,1,2021-09-22
674,알라딘 직배송,국내도서,세일즈맨의 죽음,,민음사 세계문학전집 218,13679,8937462184,9.79E+12,4800,민음사,"아서 밀러 지음, 강유나 옮김",0,"9,000","8,100",900,10%,450점,20090831,국내도서>소설/시/희곡>희곡>외국희곡,1,2021-09-22
675,알라딘 직배송,국내도서,초판본 햄릿 (양장),1603년 오리지널 초판본 표지디자인,더스토리 초판본 시리즈,103666,K512638022,9.79E+12,3840,더스토리,"윌리엄 셰익스피어 지음, 한우리 옮김",0,"9,800","8,820",980,10%,490점,20200325,국내도서>소설/시/희곡>희곡>외국희곡,1,2021-09-22
676,알라딘 직배송,국내도서,초딩 인생 처음 물리,초딩의 눈높이로 배우는 세상의 모든 물리,,,K862734915,9.79E+12,77420,의미와재미,"리용러 지음, 안지선 옮김, 장형진 감수",0,"15,800","14,220","1,580",10%,790점,20210920,국내도서>어린이>과학/수학/컴퓨터>과학 일반,1,2021-09-22
677,알라딘 직배송,국내도서,모모,,비룡소 걸작선 13,5269,8949190028,9.79E+12,43850,비룡소,"미하엘 엔데 지음, 한미희 옮김",0,"12,000","10,800","1,200",10%,600점,19990209,국내도서>어린이>동화/명작/고전>세계명작,1,2021-09-22
678,알라딘 직배송,국내도서,지금 이 순간을 살아라,,,,8987203956,9.79E+12,3840,양문,"에크하르트 톨레 지음, 노혜숙.유영일 옮김",0,"12,500","11,250","1,250",10%,620점,20080902,국내도서>에세이>명상에세이,1,2021-09-22
679,알라딘 직배송,국내도서,비에도 지지 않고,,,,K942737460,9.79E+12,3830,언제나북스,"미야자와 겐지 지음, 곽수진 그림, 이지은 옮김",0,"13,000","11,700","1,300",10%,650점,20210115,국내도서>에세이>사진/그림 에세이,1,2021-09-22
680,알라딘 직배송,국내도서,젊은 시인에게 보내는 편지,,이음문고 11,120967,K682632647,9.79E+12,4800,디자인이음,"라이너 마리아 릴케 지음, 강민경 옮김",0,"5,000","4,500",500,10%,250점,20200831,국내도서>에세이>외국에세이,1,2021-09-22
681,알라딘 직배송,국내도서,자기만의 방,,쏜살 문고,118331,8937429047,9.79E+12,4800,민음사,"버지니아 울프 지음, 이미애 옮김, 이민경 추천",0,"7,800","7,020",780,10%,390점,20161125,국내도서>에세이>외국에세이,1,2021-09-22
682,알라딘 직배송,국내도서,달리기를 말할 때 내가 하고 싶은 이야기,,,,8970128336,9.79E+12,3830,문학사상사,"무라카미 하루키 지음, 임홍빈 옮김",0,"14,500","13,050","1,450",10%,720점,20090105,국내도서>에세이>외국에세이,1,2021-09-22
683,알라딘 직배송,국내도서,세상 끝에서 춤추다,"언어, 여자, 장소에 대한 사색",,,K412734312,9.79E+12,4840,황금가지,"어슐러 K. 르 귄 지음, 이수현 옮김",0,"18,000","16,200","1,800",10%,900점,20210910,국내도서>에세이>외국에세이,1,2021-09-22
684,알라딘 직배송,국내도서,식물과 나,,,,8967359306,9.79E+12,3480,글항아리,이소영 지음,0,"18,000","16,200","1,800",10%,900점,20210721,국내도서>에세이>한국에세이,1,2021-09-22
685,알라딘 직배송,국내도서,천문학자는 별을 보지 않는다 (리커버),,,,8954677258,9.79E+12,3810,문학동네,심채경 지음,0,"15,000","13,500","1,500",10%,750점,20210222,국내도서>에세이>한국에세이,1,2021-09-22
686,알라딘 직배송,국내도서,쓸모없는 것들이 우리를 구할 거야,작고 찬란한 현미경 속 나의 우주,,,8901251132,9.79E+12,3470,웅진지식하우스,김준 지음,0,"14,800","13,320","1,480",10%,740점,20210615,국내도서>에세이>한국에세이,1,2021-09-22
687,알라딘 직배송,국내도서,시와 산책,,말들의 흐름 4,869374,K262630212,9.79E+12,4810,시간의흐름,한정원 지음,0,"16,000","14,400","1,600",10%,800점,20200630,국내도서>에세이>한국에세이,1,2021-09-22
688,알라딘 직배송,국내도서,사다 보면 끝이 있겠지요,29년생 김두리 할머니의 구술생애사,,,8965457386,9.79E+12,3810,산지니,"최규화 기록, 김두리 구술",0,"16,000","14,400","1,600",10%,800점,20210908,국내도서>에세이>한국에세이,1,2021-09-22
689,알라딘 직배송,국내도서,겁내지 않고 그림 그리는 법,,,,K282730189,9.79E+12,3600,미술문화,이연 지음,0,"15,000","13,500","1,500",10%,750점,20210324,국내도서>에세이>한국에세이,1,2021-09-22
690,알라딘 직배송,국내도서,너무 늦기 전에 들어야 할 카르마 강의,삶과 죽음을 넘어 진정한 나를 완성하는 공부,,,8934988428,9.79E+12,3810,김영사,최준식 지음,0,"15,000","13,500","1,500",10%,750점,20210630,국내도서>에세이>한국에세이,1,2021-09-22
691,알라딘 직배송,국내도서,혼자서도 잘하는 반려가전 팝니다,혐오와 착취는 취급 안 하는 여성 전용 섹스토이숍 유포리아 이야기,,,K692734914,9.79E+12,3810,휴머니스트,안진영 지음,0,"15,000","13,500","1,500",10%,750점,20210920,국내도서>에세이>한국에세이,1,2021-09-22
692,알라딘 직배송,국내도서,그렇게 말해줘서 고마워,나를 지키고 관계를 지키는 일상의 단단한 언어들,,,K602633404,9.79E+12,3810,FIKA(피카),김유진 지음,0,"14,800","13,320","1,480",10%,740점,20201015,국내도서>에세이>한국에세이,1,2021-09-22
693,알라딘 직배송,국내도서,"언니, 걷기부터 해요",방황하는 마흔이 삶의 고수가 되기까지 가뿐하게,,,K222734216,9.79E+12,3810,유노북스,장은주 지음,0,"15,000","13,500","1,500",10%,750점,20210924,국내도서>에세이>한국에세이,1,2021-09-22
694,알라딘 직배송,국내도서,말하기를 말하기,제대로 목소리를 내기 위하여,,,8954672736,9.79E+12,3810,콜라주,김하나 지음,0,"13,000","11,700","1,300",10%,650점,20200630,국내도서>에세이>한국에세이,1,2021-09-22
695,알라딘 직배송,국내도서,"일상이 고고학, 나 혼자 가야 여행",,일상이 고고학 시리즈 5,1005202,K522730325,9.79E+12,,책읽는고양이,황윤 지음,0,"17,900","16,110","1,790",10%,890점,20210415,국내도서>역사>고고학,1,2021-09-22
696,알라딘 직배송,국내도서,중화명승,이야기로 풀어낸 중국의 명소들,,,K442734965,9.79E+12,3900,소소의책,김명구 외 지음,0,"19,000","17,100","1,900",10%,950점,20210824,국내도서>역사>문화/역사기행>동서양 문화/역사기행,1,2021-09-22
697,알라딘 직배송,국내도서,세상엔 알고 싶은 건축물이 너무도 많아,역사와 문화가 보이는 서양 건축 여행,,,K302733393,9.79E+12,3900,어크로스,"스기모토 다쓰히코나가오키 미쓰루.가부라기 다카노리 외 지음, 고시이 다카시 그림, 노경아",0,"16,000","14,400","1,600",10%,800점,20210715,국내도서>역사>문화/역사기행>동서양 문화/역사기행,1,2021-09-22
698,알라딘 직배송,국내도서,커피 세계사 + 한국 가배사,,,,K762734964,9.79E+12,3900,푸른역사,이길상 지음,0,"20,000","18,000","2,000",10%,"1,000점",20210819,국내도서>역사>문화/역사기행>동서양 문화/역사기행,1,2021-09-22
699,알라딘 직배송,국내도서,신화와 축제의 땅 그리스 문명 기행,,,,8957337458,9.79E+12,3920,아카넷,김헌 지음,0,"18,000","16,200","1,800",10%,900점,20210830,국내도서>역사>문화/역사기행>동서양 문화/역사기행,1,2021-09-22
700,알라딘 직배송,국내도서,"일상이 고고학, 나 혼자 제주 여행",고고학으로 제주도 여행하는 법,일상이 고고학 시리즈 4,1005202,K432734797,9.79E+12,3810,책읽는고양이,황윤 지음,0,"18,900","17,010","1,890",10%,940점,20210915,국내도서>역사>문화/역사기행>한국 문화/역사기행,1,2021-09-22
